county_fips,countyName,stateName,beds,unoccupiedBeds
5059,Hot Spring County,Arkansas,2.136435120619566,1.364944660395834
18041,Fayette County,Indiana,3.254219638130776,1.9091421877033887
18013,Brown County,Indiana,0,0
28043,Grenada County,Mississippi,2.7546900973640467,1.6148183329375445
31009,Blaine County,Nebraska,0,0
37063,Durham County,North Carolina,3.7380935091668537,0.489361903649377
40021,Cherokee County,Oklahoma,1.8489984591679507,0.8423215202876221
47083,Houston County,Tennessee,1.8153213118722014,1.331235628706281
48099,Coryell County,Texas,0.3341888568067586,0.2406159769008662
48093,Comanche County,Texas,1.6994236737106545,1.1822077730161076
51685,Manassas Park city,Virginia,0,0
26165,Wexford County,Michigan,1.4641725930795433,0.6872646865475408
51775,Salem city,Virginia,20.317435557462076,2.924774402371017
55035,Eau Claire County,Wisconsin,3.730843553293665,1.396674766104808
48233,Hutchinson County,Texas,0.8019624492876687,0.5189168789508444
40109,Oklahoma County,Oklahoma,3.8254716862103857,1.1506695837149974
4005,Coconino County,Arizona,2.394052669158721,0.9870217144777185
2198,Prince of Wales-Hyder Census Area,Alaska,0,0
18167,Vigo County,Indiana,3.929748756821187,1.5923863445886801
26005,Allegan County,Michigan,0.21307968327835877,0.16194055929155268
28023,Clarke County,Mississippi,1.6021532940271725,0.8331197128941298
30053,Lincoln County,Montana,1.2630089926240275,0.9093664746892998
39123,Ottawa County,Ohio,0.6132110181755746,0.5396256959945056
50019,Orleans County,Vermont,0.9291262496748058,0.3344854498829301
6031,Kings County,California,1.6384128536130966,0.766354399270642
17165,Saline County,Illinois,3.932067263448507,1.9660336317242535
19027,Carroll County,Iowa,11.610598392378684,4.614468591842811
20101,Lane County,Kansas,0.0,0.0
26117,Montcalm County,Michigan,2.907703851925963,1.3756878439219609
27041,Douglas County,Minnesota,2.6077336423980615,1.817511326519861
30049,Lewis and Clark County,Montana,1.7903930131004366,0.8151382823871907
29059,Dallas County,Missouri,0,0
37067,Forsyth County,North Carolina,4.1176579204904264,0.4853613436068151
38091,Steele County,North Dakota,0,0
40137,Stephens County,Oklahoma,2.542470819369005,1.525482491621403
48171,Gillespie County,Texas,2.1265482763766603,1.4176988509177735
48283,La Salle County,Texas,0,0
51065,Fluvanna County,Virginia,0,0
55135,Waupaca County,Wisconsin,0.9779377249256768,0.6454388984509466
20093,Kearny County,Kansas,25.3613999492772,7.862033984275932
28129,Smith County,Mississippi,1.249843769528809,0.8748906386701663
18057,Hamilton County,Indiana,1.5147567603594214,0.8815884345291832
40003,Alfalfa County,Oklahoma,0,0
56041,Uinta County,Wyoming,2.069067441745899,1.872013399674861
6017,El Dorado County,California,1.2062220077827541,0.534933238234091
13111,Fannin County,Georgia,1.9257433369280543,1.2324757356339548
23009,Hancock County,Maine,1.824451296272646,1.222382368502673
27133,Rock County,Minnesota,2.655619290418526,2.0182706607180796
31145,Red Willow County,Nebraska,2.330785008390826,1.4917024053701284
31083,Harlan County,Nebraska,5.5865921787709505,4.998529844163482
44003,Kent County,Rhode Island,1.9528746925748044,1.019156480187476
54061,Monongalia County,West Virginia,7.865062958090585,1.775981958278519
13165,Jenkins County,Georgia,2.8791892203155593,2.0730162386272024
16061,Lewis County,Idaho,0,0
16067,Minidoka County,Idaho,3.4573829531812725,1.2965186074429773
18053,Grant County,Indiana,1.7744479495268137,0.9251395292404755
27151,Swift County,Minnesota,2.675227394328518,1.1771000535045477
27039,Dodge County,Minnesota,0,0
31019,Buffalo County,Nebraska,6.248110450468608,3.68840068527663
46125,Turner County,South Dakota,7.597340930674265,2.3741690408357075
48401,Rusk County,Texas,0.7529843893480257,0.5693296602387511
48375,Potter County,Texas,6.5609120085584385,2.7079433003476865
36123,Yates County,New York,0.0,0.0
26091,Lenawee County,Michigan,0.926057842997578,0.6309405084159322
27165,Watonwan County,Minnesota,2.6411657559198543,1.9125683060109289
31151,Saline County,Nebraska,2.857142857142857,2.5087108013937285
48011,Armstrong County,Texas,0,0
8045,Garfield County,Colorado,1.8571189559979921,0.5019240421616196
17075,Iroquois County,Illinois,2.1735980292711203,1.0143457469931894
19109,Kossuth County,Iowa,1.5427958143278777,0.87201502548967
19131,Mitchell County,Iowa,2.3654082694673098,1.9869429463525403
20033,Comanche County,Kansas,6.864988558352403,5.148741418764302
22091,St. Helena Parish,Louisiana,7.3085168583122195,2.1438316117715845
28075,Lauderdale County,Mississippi,6.784656850379065,3.5317391823891024
31181,Webster County,Nebraska,3.679592414378715,3.396546844041891
35015,Eddy County,New Mexico,2.4870466321243523,1.8134715025906736
53023,Garfield County,Washington,20.026702269692926,9.790832220738764
5109,Pike County,Arkansas,0,0
17039,De Witt County,Illinois,1.585389054473968,1.331726805758133
26107,Mecosta County,Michigan,1.1023079572855665,0.757836720633827
27005,Becker County,Minnesota,3.840446888365191,0.9601117220912978
29063,DeKalb County,Missouri,0,0
30033,Garfield County,Montana,25.236593059936908,3.1545741324921135
35011,De Baca County,New Mexico,0,0
46037,Day County,South Dakota,3.6330608537693005,3.2697547683923704
48131,Duval County,Texas,0,0
48235,Irion County,Texas,0,0
55099,Price County,Wisconsin,1.8660894230051503,1.5675151153243263
28071,Lafayette County,Mississippi,3.1390871096672934,1.2957859580603361
17099,LaSalle County,Illinois,1.4712601663163665,0.8498583569405098
6071,San Bernardino County,California,1.7199276294976567,0.6373172260307247
20007,Barber County,Kansas,14.311270125223611,5.143112701252235
29217,Vernon County,Missouri,3.4586905689789558,2.0946999220576776
30089,Sanders County,Montana,3.7149611617696725,0.7598783350219521
42105,Potter County,Pennsylvania,4.151125015040308,0.8422572494284682
46033,Custer County,South Dakota,9.970203988081595,3.552601421040568
50009,Essex County,Vermont,0,0
55071,Manitowoc County,Wisconsin,1.6313832612489567,1.1381743683132257
12043,Glades County,Florida,0,0
13011,Banks County,Georgia,0,0
18101,Martin County,Indiana,0,0
27003,Anoka County,Minnesota,1.3312116852687719,0.3476412681275137
29061,Daviess County,Missouri,0,0
40107,Okfuskee County,Oklahoma,2.066457265663746,1.983798975037196
48023,Baylor County,Texas,11.166945840312675,10.329424902289224
48269,King County,Texas,0,0
49051,Wasatch County,Utah,0.5716004813477737,0.421179302045728
20095,Kingman County,Kansas,3.4199726402188784,2.735978112175103
31047,Dawson County,Nebraska,2.193259943481378,1.6449449576110338
27147,Steele County,Minnesota,1.1412113142950304,0.48909056326929873
42047,Elk County,Pennsylvania,5.7343630879379495,0.8949584010076569
38065,Oliver County,North Dakota,0,0
48151,Fisher County,Texas,3.6467830164105237,3.125814014066163
13061,Clay County,Georgia,0,0
20137,Norton County,Kansas,4.6040515653775325,3.130755064456722
26127,Oceana County,Michigan,0.9014084507042254,0.8262910798122066
28039,George County,Mississippi,1.9793814432989691,1.6082474226804124
46039,Deuel County,South Dakota,2.3057412958266084,1.8445930366612868
2158,"Kusilvak, formerly Wade Hampton 02270",Alaska,0,0
54075,Pocahontas County,West Virginia,2.852388875683385,2.4958402662229617
56005,Campbell County,Wyoming,4.659731252709146,1.0186387082791504
5115,Pope County,Arkansas,2.203125,1.109375
13077,Coweta County,Georgia,1.0009323753633521,0.28108374924587287
17135,Montgomery County,Illinois,1.7481906227055,1.0838781860774098
19015,Boone County,Iowa,0.9489106505731421,0.5313899643209595
28073,Lamar County,Mississippi,3.3788652777555366,1.905615962336061
29057,Dade County,Missouri,0,0
39159,Union County,Ohio,1.2795020316417394,1.0201435117143598
40011,Blaine County,Oklahoma,4.428044280442805,3.690036900369004
47017,Carroll County,Tennessee,1.2491077801570307,0.7137758743754461
48393,Roberts County,Texas,0,0
48207,Haskell County,Texas,2.5804231894030623,2.2363667641493206
55131,Washington County,Wisconsin,0.7664359989093026,0.3758484225420618
21157,Marshall County,Kentucky,0.8015132570292713,0.5770895450610753
19117,Lucas County,Iowa,2.891844997108155,2.4291497975708505
48179,Gray County,Texas,3.288422014158484,2.511989038593286
6049,Modoc County,California,12.874558505184005,5.696707303178763
13143,Haralson County,Georgia,0.7787898283276334,0.2708834185487421
21029,Bullitt County,Kentucky,0,0
37165,Scotland County,North Carolina,2.9876472278081008,1.4363688595231254
39107,Mercer County,Ohio,1.4648795136600012,1.074244976684001
47137,Pickett County,Tennessee,0,0
49043,Summit County,Utah,0.8823599551665753,0.5961891588963346
51800,Suffolk city,Virginia,1.9191753029555298,0.6141360969457695
55101,Racine County,Wisconsin,1.693932364790624,0.7782932486875839
12117,Seminole County,Florida,0.4830793960225038,0.19878933035790627
17063,Grundy County,Illinois,1.7460566585576394,1.0005493211959506
18031,Decatur County,Indiana,14.742106441740688,5.747555422855863
19095,Iowa County,Iowa,1.548850752741466,1.1771265720835142
27019,Carver County,Minnesota,1.042964336413941,0.4055972419387548
38007,Billings County,North Dakota,0,0
39069,Henry County,Ohio,0.922986044451008,0.6645499520047258
48281,Lampasas County,Texas,1.6486881153139574,1.27184511752791
48363,Palo Pinto County,Texas,1.87012987012987,1.4891774891774892
55097,Portage County,Wisconsin,0.49336077358969305,0.014096020692960448
55078,Menominee County,Wisconsin,0,0
13035,Butts County,Georgia,0.9920224858430123,0.537345513164965
18059,Hancock County,Indiana,0.8906235674712839,0.4846039999476104
19185,Wayne County,Iowa,3.905639743790033,2.968286205280425
46097,Miner County,South Dakota,0,0
48013,Atascosa County,Texas,1.0137149672033392,0.7553170343868018
48319,Mason County,Texas,0,0
48503,Young County,Texas,2.327514546965918,1.4962593516209475
55133,Waukesha County,Wisconsin,1.8234955541441726,0.9328358208955224
41043,Linn County,Oregon,0.7460635331998272,0.4476381199198964
48055,Caldwell County,Texas,0.578074779753509,0.39309085023238605
21207,Russell County,Kentucky,1.402839346838,0.89781718197632
51595,Emporia city,Virginia,0,0
55061,Kewaunee County,Wisconsin,0,0
49037,San Juan County,Utah,2.330247912486245,1.8771441517250307
55015,Calumet County,Wisconsin,0.2990490241033513,0.23923921928268108
18099,Marshall County,Indiana,1.5568240788790868,1.1459955025082167
35053,Socorro County,New Mexico,1.4341201075590082,1.1353450851508815
18085,Kosciusko County,Indiana,0.9074410163339384,0.604960677555959
18113,Noble County,Indiana,0.652192207355045,0.357653791130186
16059,Lemhi County,Idaho,2.261022484612486,1.8841854038437382
19141,O'Brien County,Iowa,7.658959537572255,2.745664739884393
19159,Ringgold County,Iowa,3.2206119162640903,2.6167471819645733
19169,Story County,Iowa,2.7725396259110138,1.080475001274145
19175,Union County,Iowa,2.0228173800469293,1.4564285136337891
19179,Wapello County,Iowa,2.8689106660985657,1.6758983098991622
47143,Rhea County,Tennessee,0.7565670015736594,0.48420288100714204
55087,Outagamie County,Wisconsin,1.7986283457422676,0.8272622955194406
17159,Richland County,Illinois,5.455814248556747,3.04510562710144
17169,Schuyler County,Illinois,3.1851744606920516,2.6060518314753147
48079,Cochran County,Texas,4.58392101551481,4.58392101551481
20107,Linn County,Kansas,0,0
23001,Androscoggin County,Maine,5.014905413311788,1.3187343864634702
20001,Allen County,Kansas,2.0090003214400514,1.2857602057216329
29051,Cole County,Missouri,2.6824313766341996,1.0547424345017968
29053,Cooper County,Missouri,1.8178719536442651,0.7385104811679827
1057,Fayette County,Alabama,10.16247794072902,2.373273291547496
41033,Josephine County,Oregon,1.3845502500200244,0.5606856384378611
16039,Elmore County,Idaho,2.3111632855203785,1.35734986609927
47033,Crockett County,Tennessee,0,0
29071,Franklin County,Missouri,1.7652165525224268,1.0996430982926593
16051,Jefferson County,Idaho,0,0
31045,Dawes County,Nebraska,2.868288205598899,2.4093620927030748
31091,Hooker County,Nebraska,0,0
17025,Clay County,Illinois,0.7545461404964914,0.15090922809929827
29221,Washington County,Missouri,1.002285210279437,0.6414625345788397
29105,Laclede County,Missouri,1.6240584661047797,1.1480413294878615
29121,Macon County,Missouri,1.6498383158450471,0.9239094568732263
26093,Livingston County,Michigan,0.19871982596326823,0.07321256746015145
42093,Montour County,Pennsylvania,29.60526315789474,5.975877192982456
26137,Otsego County,Michigan,3.2434623961078453,1.3784715183458343
33001,Belknap County,New Hampshire,1.474877912883878,0.4424633738651634
31119,Madison County,Nebraska,5.481464737793852,0.0
38031,Foster County,North Dakota,7.773631840796019,6.218905472636815
31135,Perkins County,Nebraska,6.828269033799932,5.121201775349949
29109,Lawrence County,Missouri,0.6517375322610078,0.49532052451836595
48139,Ellis County,Texas,1.0421543057134577,0.6074589268597159
39065,Hardin County,Ohio,0.7941550190597204,0.6670902160101652
31157,Scotts Bluff County,Nebraska,3.751146183556087,1.6116035455278004
2195,Petersburg Borough,Alaska,8.382489909965848,3.4150884818379383
2275,Wrangell City and Borough,Alaska,8.789452656811825,2.796644027167399
48163,Frio County,Texas,1.1102139685102947,0.8578926120306823
38003,Barnes County,North Dakota,1.8023145513185355,1.0434452665528362
38039,Griggs County,North Dakota,27.777777777777775,13.440860215053762
42113,Sullivan County,Pennsylvania,0,0
39083,Knox County,Ohio,1.1471410337194836,0.6139628067794419
42117,Tioga County,Pennsylvania,0.6133012781198637,0.2207884601231509
5053,Grant County,Arkansas,0,0
31069,Garden County,Nebraska,5.271481286241434,0.5271481286241434
42123,Warren County,Pennsylvania,2.1520076965922326,1.367157830776242
51520,Bristol city,Virginia,0,0
51530,Buena Vista city,Virginia,0,0
29215,Texas County,Missouri,1.8380196316139377,1.329631222869657
37081,Guilford County,North Carolina,2.3085427324001726,0.7420315925571983
51610,Falls Church city,Virginia,0,0
37109,Lincoln County,North Carolina,1.205682225140265,0.5729974931359676
51660,Harrisonburg city,Virginia,4.51575888808691,1.8322136472155903
51690,Martinsville city,Virginia,0,0
19001,Adair County,Iowa,2.40690924536316,2.265326348577092
6053,Monterey County,California,1.6988296441181467,0.66575756323549
51790,Staunton city,Virginia,0,0
29219,Warren County,Missouri,0,0
19021,Buena Vista County,Iowa,1.761094897856496,1.0063399416322834
20073,Greenwood County,Kansas,4.128819157720892,2.9727497935590423
48087,Collingsworth County,Texas,4.388926401080351,3.3760972316002698
48133,Eastland County,Texas,1.8556926099770767,1.4736382490994433
48109,Culberson County,Texas,6.352087114337568,5.44464609800363
26037,Clinton County,Michigan,0.31513134674532345,0.2268945696566329
19073,Greene County,Iowa,9.464424897004788,4.899231711390714
19077,Guthrie County,Iowa,1.585820895522388,1.3059701492537312
26045,Eaton County,Michigan,0.409739041756961,0.31868592136652524
20079,Harvey County,Kansas,3.010815551008477,1.9877228880444313
48121,Denton County,Texas,0.9172774089008503,0.38646713166888613
19195,Worth County,Iowa,0,0
26067,Ionia County,Michigan,0.3426257592275347,0.24918237034729795
26077,Kalamazoo County,Michigan,3.1600407747196737,1.1968135311662325
26085,Lake County,Michigan,0,0
37183,Wake County,North Carolina,1.5691587972223875,0.39549393255546755
27067,Kandiyohi County,Minnesota,3.8268580095671454,2.6367985065919965
27159,Wadena County,Minnesota,1.815145574675089,1.3795106367530676
37093,Hoke County,North Carolina,0.5295449565407931,0.38346358921919504
26123,Newaygo County,Michigan,0.511331097112002,0.265892170498241
21219,Todd County,Kentucky,0,0
17051,Fayette County,Illinois,5.136346656705267,2.801643630930146
17053,Ford County,Illinois,5.0512665862484925,1.5832328106151992
27013,Blue Earth County,Minnesota,2.550906906728758,0.9788363711866166
48145,Falls County,Texas,1.8459763484280356,1.6729160657629074
40047,Garfield County,Oklahoma,4.92505704857748,2.5610296652602895
46005,Beadle County,South Dakota,1.5887306042472065,0.9002806757400837
46025,Clark County,South Dakota,0,0
21035,Calloway County,Kentucky,6.618116775265109,1.6864699118436184
48015,Austin County,Texas,0.3334556003868085,0.26676448030944677
2105,Hoonah-Angoon Census Area,Alaska,0,0
45023,Chester County,South Carolina,1.1162444575362005,0.8681901336392671
46057,Hamlin County,South Dakota,0,0
47077,Henderson County,Tennessee,1.615972995295723,0.8977627751642906
46073,Jerauld County,South Dakota,11.257953989231522,10.76847772883015
49021,Iron County,Utah,0.9095215537659878,0.5684509711037423
29085,Hickory County,Missouri,0,0
27081,Lincoln County,Minnesota,17.627357659086904,3.1729243786356425
27091,Martin County,Minnesota,1.1624968410411929,0.5559767500631791
31003,Antelope County,Nebraska,3.6300505050505047,3.1565656565656566
29007,Audrain County,Missouri,2.3554351666470383,1.413261099988223
29009,Barry County,Missouri,1.19823886752494,0.919578665774954
51049,Cumberland County,Virginia,0,0
55107,Rusk County,Wisconsin,1.7671591150067152,1.4844136566056407
55033,Dunn County,Wisconsin,0.5539429660322173,0.3323657796193304
56025,Natrona County,Wyoming,3.172596852682804,1.9718131833407067
56029,Park County,Wyoming,8.08211703723912,2.046105920065475
27099,Mower County,Minnesota,0,0
6069,San Benito County,California,2.9413198563465883,1.1375270162666364
19025,Calhoun County,Iowa,2.5775853180740285,2.2682750799051448
40037,Creek County,Oklahoma,0.9775990168147031,0.6144908105692419
51840,Winchester city,Virginia,17.25487405720791,5.44329016650064
20003,Anderson County,Kansas,6.092916984006093,1.777100787001777
40039,Custer County,Oklahoma,2.4452403912384626,1.7908802865408457
6091,Sierra County,California,0,0
19047,Crawford County,Iowa,1.457046275789719,1.1656370206317752
6061,Placer County,California,1.8822380318912169,0.5595842797514429
19051,Davis County,Iowa,1.4417211933015417,1.219917932793612
17105,Livingston County,Illinois,1.174463801347837,0.6990855960403791
1017,Chambers County,Alabama,0,0
1031,Coffee County,Alabama,1.9071837253655435,1.4448361555799574
17113,McLean County,Illinois,2.036707015067003,1.0183535075335015
8121,Washington County,Colorado,0,0
19079,Hamilton County,Iowa,1.6720171214553237,1.0700909577314073
20153,Rawlins County,Kansas,5.980861244019139,5.18341307814992
39119,Muskingum County,Ohio,3.724632468120163,1.8797210586774653
39127,Perry County,Ohio,0,0
48367,Parker County,Texas,0.5926097231356281,0.2240353831366399
19113,Linn County,Iowa,2.8639850559296,1.2173043127985164
8105,Rio Grande County,Colorado,1.511111111111111,0.9777777777777777
16085,Valley County,Idaho,2.083144642695408,1.7208586178788152
17175,Stark County,Illinois,0,0
19157,Poweshiek County,Iowa,2.620460987218568,2.0321942349858277
48399,Runnels County,Texas,3.6153996482313855,3.224545632206371
19153,Polk County,Iowa,3.0623722301130534,1.0077913974433708
48285,Lavaca County,Texas,2.3868722028841374,1.6409746394828444
20077,Harper County,Kansas,4.540501271340355,3.6324010170722847
17091,Kankakee County,Illinois,4.544463026248819,2.5085435904893476
19075,Grundy County,Iowa,2.03185955786736,0.0
48397,Rockwall County,Texas,0.6854962893787814,0.3775196955999086
48413,Schleicher County,Texas,4.835924006908463,4.490500863557858
27149,Stevens County,Minnesota,2.563313852148057,1.845585973546601
27109,Olmsted County,Minnesota,8.478534909167697,2.6171477568676136
27171,Wright County,Minnesota,1.2468004899192515,0.41804487014939606
48359,Oldham County,Texas,0,0
27121,Pope County,Minnesota,1.9825177976029558,1.1714877894926556
48345,Motley County,Texas,0,0
29115,Linn County,Missouri,2.0769294674752845,1.744620752679239
13307,Webster County,Georgia,0,0
13135,Gwinnett County,Georgia,0.9301764101657611,0.1918556211002381
55073,Marathon County,Wisconsin,2.2668872020557047,0.7014798269191009
5037,Cross County,Arkansas,0.8994962820820341,0.35979851283281367
2122,Kenai Peninsula Borough,Alaska,3.67314164659252,1.1959065826115183
27095,Mille Lacs County,Minnesota,4.131757144496729,1.1094533073185662
39115,Morgan County,Ohio,0,0
39129,Pickaway County,Ohio,0.9640877319836105,0.6714182419171574
39131,Pike County,Ohio,0.8907257633519792,0.641322549613425
46119,Sully County,South Dakota,0,0
29079,Grundy County,Missouri,1.5130119023602986,0.7060722211014727
47081,Hickman County,Tennessee,2.5934644695367677,1.2767825080796393
48049,Brown County,Texas,4.034384558590866,3.2960658158422107
48293,Limestone County,Texas,3.316467536885072,2.8062417619796762
48165,Gaines County,Texas,1.1961150184201712,0.7655136117889096
48021,Bastrop County,Texas,0.05748712288447388,0.03449227373068433
55009,Brown County,Wisconsin,2.551465953876178,1.1656250711904563
13065,Clinch County,Georgia,3.7605294825511435,3.309265944645006
55127,Walworth County,Wisconsin,0.8098883511058832,0.46279334348907614
51580,Covington city,Virginia,0,0
32510,Carson City,Nevada,3.8077020247590863,1.0286209261197532
19127,Marshall County,Iowa,0.9254395838023061,0.525249493509417
37047,Columbus County,North Carolina,1.5272661935136107,0.700745665259186
2220,Sitka City and Borough,Alaska,6.013646351335723,3.238117266103851
13155,Irwin County,Georgia,6.809959565865078,3.0857629282826133
38089,Stark County,North Dakota,0.8065296641610479,0.41939542536374486
2188,Northwest Arctic Borough,Alaska,0.0,0.0
20145,Pawnee County,Kansas,3.3526363913441024,2.7430661383724475
20185,Stafford County,Kansas,5.983724269985639,4.786979415988512
41021,Gilliam County,Oregon,0,0
19121,Madison County,Iowa,1.5385562188442368,1.2308449750753894
48451,Tom Green County,Texas,3.76515580976233,1.6498997368621446
12049,Hardee County,Florida,0.9175995595522114,0.07340796476417691
39165,Warren County,Ohio,1.2232257842212488,0.783898213831927
12011,Broward County,Florida,2.4230497217182743,0.8568822196939414
39175,Wyandot County,Ohio,1.1397310234784592,0.8206063369044906
39059,Guernsey County,Ohio,2.306391266465071,1.5375941776433808
39063,Hancock County,Ohio,2.094033978664559,1.237982352166469
39027,Clinton County,Ohio,3.9232470218988515,3.138597617519081
48501,Yoakum County,Texas,2.5608194622279132,2.0952159236410197
13117,Forsyth County,Georgia,1.373556708873599,0.49025408685949995
48159,Franklin County,Texas,0,0
36023,Cortland County,New York,3.1156556468644796,0.7318654204044079
48343,Morris County,Texas,0,0
31071,Garfield County,Nebraska,0,0
40143,Tulsa County,Oklahoma,3.7941884138441604,1.1351718181257326
51187,Warren County,Virginia,4.149688773342,0.8499362547808914
40019,Carter County,Oklahoma,4.400440044004401,2.6568694605309586
51680,Lynchburg city,Virginia,12.529527798748264,3.34851326011251
40099,Murray County,Oklahoma,1.0750376263169212,0.0
40127,Pushmataha County,Oklahoma,2.057429108149208,1.431255031755971
1105,Perry County,Alabama,0,0
1075,Lamar County,Alabama,0,0
1127,Walker County,Alabama,2.7938660513883002,1.2556701354554158
28097,Montgomery County,Mississippi,2.4942631946522997,1.396787389005288
28119,Quitman County,Mississippi,0,0
29025,Caldwell County,Missouri,0,0
51750,Radford city,Virginia,0,0
54033,Harrison County,West Virginia,3.907984723332445,1.3322673712881545
29049,Clinton County,Missouri,2.8334147532975087,1.4167073766487543
54101,Webster County,West Virginia,1.8105009052504526,1.6898008449004225
28099,Neshoba County,Mississippi,8.0,1.613733905579399
12035,Flagler County,Florida,0.8834001088634478,0.08923231638216425
13007,Baker County,Georgia,0,0
28013,Calhoun County,Mississippi,10.044333610418398,2.8401219174286507
28061,Jasper County,Mississippi,7.6698319941563184,0.7304601899196493
46089,McPherson County,South Dakota,1.6618196925633568,1.6618196925633568
13131,Grady County,Georgia,1.5758849199935347,0.888960724098917
27111,Otter Tail County,Minnesota,3.8937631775828065,1.6663266000136028
1107,Pickens County,Alabama,2.6080850636974624,1.554819941819641
19143,Osceola County,Iowa,4.139072847682119,3.80794701986755
51179,Stafford County,Virginia,0.5201387036543078,0.22005868231528405
17123,Marshall County,Illinois,0,0
31063,Frontier County,Nebraska,0,0
18171,Warren County,Indiana,1.9363427326636815,1.2102142079148008
26035,Clare County,Michigan,1.5931332704750139,1.3655428032642976
26051,Gladwin County,Michigan,0.9866992935233059,0.8288274065595769
2185,North Slope Borough,Alaska,1.4181523500810373,0.8103727714748784
51145,Powhatan County,Virginia,0,0
17171,Scott County,Illinois,0,0
26119,Montmorency County,Michigan,0,0
55039,Fond du Lac County,Wisconsin,1.5038907108066675,0.7470940950458929
20165,Rush County,Kansas,8.08276753960556,0.3233107015842224
17089,Kane County,Illinois,1.6341704479087111,0.8217649789598215
38019,Cavalier County,North Dakota,5.223295899712719,4.178636719770175
18069,Huntington County,Indiana,0.9933774834437086,0.6346578366445915
20053,Ellsworth County,Kansas,3.066494512588767,2.0981278244028405
19087,Henry County,Iowa,3.6876463846115515,1.3454925997907012
19171,Tama County,Iowa,0,0
18011,Boone County,Indiana,1.044791713309154,0.4029910894192451
38047,Logan County,North Dakota,0,0
19173,Taylor County,Iowa,0,0
6057,Nevada County,California,1.6650617878350185,0.7021344888460921
55115,Shawano County,Wisconsin,0.5392685557407589,0.24512207079125406
16049,Idaho County,Idaho,2.3617755707624295,1.7561920910797553
6089,Shasta County,California,2.6438569206842923,0.8053765829815597
46029,Codington County,South Dakota,2.8199179011243976,2.034624308406211
55019,Clark County,Wisconsin,0.460975539485436,0.0576219424356795
20123,Mitchell County,Kansas,12.195121951219512,3.089430894308943
20143,Ottawa County,Kansas,6.032402619786281,2.585315408479835
27119,Polk County,Minnesota,3.9011703511053315,1.4589742776491483
20195,Trego County,Kansas,22.198353025420694,6.086645184389545
5049,Fulton County,Arkansas,2.0376558806748717,1.5486184693129024
36049,Lewis County,New York,6.995122320111922,0.7940409120127047
5141,Van Buren County,Arkansas,8.61290128290068,2.7705836294645545
51720,Norton city,Virginia,35.28225806451613,17.893145161290324
29035,Carter County,Missouri,0,0
48267,Kimble County,Texas,3.43878954607978,3.209536909674461
29067,Douglas County,Missouri,0,0
48317,Martin County,Texas,3.128802363984008,2.0858682426560056
29101,Johnson County,Missouri,1.0624021471706553,0.5591590248266607
48033,Borden County,Texas,0,0
29083,Henry County,Missouri,2.4320851688693095,1.606093979441997
40031,Comanche County,Oklahoma,4.4011891514839485,1.7106508777465912
48305,Lynn County,Texas,4.083716181725371,3.2329419771992516
29153,Ozark County,Missouri,0,0
8005,Arapahoe County,Colorado,1.263791528143547,0.3163317798269389
8101,Pueblo County,Colorado,2.8353300025667196,1.1580084642061972
29187,St. Francois County,Missouri,1.5893960295087868,1.094584058057938
8061,Kiowa County,Colorado,18.076644974692698,17.35357917570499
8119,Teller County,Colorado,0.598014591556034,0.3588087549336204
48259,Kendall County,Texas,0,0
48227,Howard County,Texas,2.24910173071121,1.4811157738829916
